t,q_0,q_1,q_2,dq_0,dq_1,dq_2,tau_0,tau_1,tau_2,cmd_0,cmd_1,cmd_2,q_next_0,q_next_1,q_next_2,dq_next_0,dq_next_1,dq_next_2
1779611396.5929265,0.003490658503988659,0.0,0.0,-0.46957667970323624,0.0,0.0,0.1584,1.2276,0.3168,-0.03535403827161557,0.0,0.0,0.0,0.0,0.0,-0.4716544526222771,0.0,-0.0020777729190408684
1779611396.602928,0.0,0.0,0.0,-0.4716544526222771,0.0,-0.0020777729190408684,-0.0792,1.1483999999999999,0.198,-0.03971038821186075,0.0,0.0,-0.003490658503988659,0.0,0.0,-0.44464340467474583,0.0020777729190408684,0.0
1779611396.6130652,-0.003490658503988659,0.0,0.0,-0.44464340467474583,0.0020777729190408684,0.0,0.7127999999999999,1.3068,0.2376,-0.0439902120730448,0.0,0.0,-0.006981317007977318,0.0,0.0,-0.4529544963509093,0.0,0.0
1779611396.6229637,-0.006981317007977318,0.0,0.0,-0.4529544963509093,0.0,0.0,0.5148,1.2672,0.4752,-0.048228449387504084,0.0,0.0,-0.012217304763960306,0.0,0.0,-0.46749890678419537,0.0,0.0020777729190408684
1779611396.6329541,-0.012217304763960306,0.0,0.0,-0.46749890678419537,0.0,0.0020777729190408684,0.0792,1.3860000000000001,0.2376,-0.052260700147156086,0.0,0.0,-0.017453292519943295,0.0,0.0,-0.4467211775937867,0.0,0.0
1779611396.643093,-0.017453292519943295,0.0,0.0,-0.4467211775937867,0.0,0.0,0.4356,1.1880000000000002,0.27720000000000006,-0.05621513593319191,0.0,0.0,-0.020943951023931956,0.0,0.0,-0.4384100859176232,0.0,0.0
1779611396.6529443,-0.020943951023931956,0.0,0.0,-0.4384100859176232,0.0,0.0,0.5544000000000001,1.2672,0.3168,-0.06010095613995543,0.0,0.0,-0.02617993877991494,0.0,0.0,-0.44464340467474583,0.0,-0.0020777729190408684
1779611396.6629395,-0.02617993877991494,0.0,0.0,-0.44464340467474583,0.0,-0.0020777729190408684,0.3168,1.4255999999999998,0.27720000000000006,-0.06374517606016668,0.0,0.0,-0.029670597283903605,0.0,0.0,-0.4363323129985824,0.0,0.0
1779611396.672896,-0.029670597283903605,0.0,0.0,-0.4363323129985824,0.0,0.0,-0.1584,1.2672,0.35639999999999994,-0.0673022518581406,0.0,0.0,-0.038397243543875255,0.0,0.0,-0.41555458380817367,0.0,0.0
1779611396.6829495,-0.038397243543875255,0.0,0.0,-0.41555458380817367,0.0,0.0,0.3168,1.4255999999999998,0.1188,-0.07069709172937841,0.0,0.0,-0.038397243543875255,0.0,0.0,-0.41555458380817367,0.0,0.0
1779611396.692942,-0.038397243543875255,0.0,0.0,-0.41555458380817367,0.0,0.0,0.3168,1.4255999999999998,0.1188,-0.07396718951360719,0.0,0.0,-0.04188790204786391,0.0,0.0,-0.43009899424145975,0.0,0.0020777729190408684
1779611396.7029986,-0.04188790204786391,0.0,0.0,-0.43009899424145975,0.0,0.0020777729190408684,-0.0396,1.3068,0.27720000000000006,-0.07705289407538135,0.0,0.0,-0.047123889803846894,0.0,0.0,-0.39685462753680584,0.0,0.0
1779611396.712944,-0.047123889803846894,0.0,0.0,-0.39685462753680584,0.0,0.0,0.5148,1.2276,0.198,-0.07998599354903495,0.0,0.0,-0.050614548307835565,0.0,0.0,-0.39685462753680584,0.0,0.0
1779611396.722931,-0.050614548307835565,0.0,0.0,-0.39685462753680584,0.0,0.0,0.27720000000000006,1.3464,0.27720000000000006,-0.08271000496243862,0.0,0.0,-0.054105206811824215,0.0,0.0,-0.4010101733748876,0.0,0.0
1779611396.73292,-0.054105206811824215,0.0,0.0,-0.4010101733748876,0.0,0.0,-0.0792,1.2276,0.2376,-0.0852625957715601,0.0,0.0,-0.05759586531581287,0.0,0.0,-0.36984357958927455,0.0,0.0
1779611396.7429361,-0.05759586531581287,0.0,0.0,-0.36984357958927455,0.0,0.0,0.6336,1.2276,0.27720000000000006,-0.08762686591839536,0.0,0.0,-0.061086523819801536,0.0,0.0,-0.3615324879131111,0.0,0.0
1779611396.7529476,-0.061086523819801536,0.0,0.0,-0.3615324879131111,0.0,0.0,0.0,1.5048000000000001,0.3168,-0.08980264487971414,0.0,0.0,-0.06457718232379019,0.0,0.0,-0.3282881212084572,0.0,0.0
1779611396.7629313,-0.06457718232379019,0.0,0.0,-0.3282881212084572,0.0,0.0,0.0396,1.1880000000000002,0.198,-0.09177750070753347,0.0,0.0,-0.06806784082777886,0.0,0.0,-0.3282881212084572,0.0,-0.0020777729190408684
1779611396.7730007,-0.06806784082777886,0.0,0.0,-0.3282881212084572,0.0,-0.0020777729190408684,0.35639999999999994,1.3860000000000001,0.3168,-0.09354351505638864,0.0,0.0,-0.07155849933176751,0.0,0.0,-0.3262103482894163,0.0,-0.0020777729190408684
1779611396.782939,-0.07155849933176751,0.0,0.0,-0.3262103482894163,0.0,-0.0020777729190408684,0.0,1.2672,-0.2376,-0.09511497274448803,0.0,0.0,-0.07504915783575616,0.0,0.0,-0.29088820866572157,0.0,-0.0020777729190408684
